# E72Physics physics runs only; source run lists: /home/had/haein/work/e72/ana/e72/runmanager/runlist/tpc_runinfo
# K-beam normalization: scaler K-Beam; DAQ-Eff is K-Beam weighted.
# TRIG-D is retained only as a diagnostic scaler counter.
# rows are globally sorted by run number.
# momentum_mev run nKbeam_K-Beam TRIG-D DAQ-Eff K-BeamxDAQ-Eff run_list
  814  2931     17332554     17332586  0.807087 13988879.010198 E72Physics_814_1.txt
  814  2932     16073904     16073918  0.808322 12992890.229088 E72Physics_814_1.txt
  814  2933     16014437     16014457  0.806025 12908036.582925 E72Physics_814_1.txt
  814  2934     18244047     18244067  0.803683 14662430.425101 E72Physics_814_1.txt
  814  2935      7222040      7222055  0.801528 5788667.277120 E72Physics_814_1.txt
  645  2979      2501653      2501656  0.861456 2155063.986768 E72Physics_645_1.txt
  645  2981      5382248      5382252  0.869984 4682469.644032 E72Physics_645_1.txt
  645  2983           -1           -1 -1.000000      -1.000000 E72Physics_645_1.txt
  645  2985      9804579      9804587  0.867579 8506246.844241 E72Physics_645_1.txt
  645  2986     11018877     11018885  0.862487 9503638.167099 E72Physics_645_1.txt
  645  2987      9926232      9926236  0.863631 8572601.668392 E72Physics_645_1.txt
  645  2988      9855589      9855606  0.860424 8479985.309736 E72Physics_645_1.txt
  645  2989     10218064     10218070  0.851342 8699067.041888 E72Physics_645_1.txt
  645  2990      8114425      8114438  0.849775 6895435.504375 E72Physics_645_1.txt
  870  2995     15698996     15699012  0.815539 12803143.498844 E72Physics_870_1.txt
  870  2996     18033741     18033761  0.816605 14726443.069305 E72Physics_870_1.txt
  870  2997     14502369     14502386  0.818224 11866186.372656 E72Physics_870_1.txt
  870  2999     14531415     14531436  0.817458 11878821.443070 E72Physics_870_1.txt
  870  3000      5802318      5802329  0.818629 4749945.782022 E72Physics_870_1.txt
  665  3007     10537203     10537210  0.856923 9029571.606369 E72Physics_665_1.txt
  665  3008     10665218     10665228  0.855758 9126845.625244 E72Physics_665_1.txt
  665  3009     10830052     10830061  0.856480 9275722.936960 E72Physics_665_1.txt
  665  3010     10257015     10257020  0.856360 8783697.365400 E72Physics_665_1.txt
  665  3012      8667048      8667054  0.859904 7452829.243392 E72Physics_665_1.txt
  665  3014      9839588      9839598  0.860460 8466571.890480 E72Physics_665_1.txt
  665  3016       410664       410664  0.859768  353075.765952 E72Physics_665_1.txt
  665  3018     11100634     11100646  0.858502 9529916.490268 E72Physics_665_1.txt
  665  3019      2865423      2865426  0.858038 2458641.820074 E72Physics_665_1.txt
  665  3021      1477817      1477819  0.861629 1273329.983893 E72Physics_665_1.txt
  665  3023       644258       644261  0.859819  553945.269302 E72Physics_665_1.txt
  665  3025       643276       643276  0.861355  554088.998980 E72Physics_665_1.txt
  665  3027      2869454      2869455  0.859572 2466502.313688 E72Physics_665_1.txt
  842  3032      5763900      5763908  0.821142 4732980.373800 E72Physics_842_2.txt
  842  3034     14478216     14478233  0.823711 11925865.779576 E72Physics_842_2.txt
  842  3035     15208734     15208747  0.823773 12528544.433382 E72Physics_842_2.txt
  842  3036      8904846      8904857  0.821048 7311305.998608 E72Physics_842_2.txt
  842  3038      7334834      7334844  0.817486 5996124.107324 E72Physics_842_2.txt
  842  3040      1101944      1101949  0.813356  896272.764064 E72Physics_842_2.txt
  842  3042     14657220     14657237  0.822116 12049935.077520 E72Physics_842_2.txt
  842  3043     21009722     21009755  0.819610 17219778.248420 E72Physics_842_2.txt
  735  3774           -1           -1 -1.000000      -1.000000 E72Physics_735_8.txt
  735  3775           -1           -1 -1.000000      -1.000000 E72Physics_735_8.txt
  735  3776           -1           -1 -1.000000      -1.000000 E72Physics_735_8.txt
  735  3777           -1           -1 -1.000000      -1.000000 E72Physics_735_8.txt
  735  3778           -1           -1 -1.000000      -1.000000 E72Physics_735_8.txt
  735  3779           -1           -1 -1.000000      -1.000000 E72Physics_735_8.txt
  735  3781           -1           -1 -1.000000      -1.000000 E72Physics_735_8.txt
